,source,dest,cost,time
0,N1,B010 (ALBAN TRACTOR),1454.16,2.86
1,N1,B030 (ALTORFER),1454.16,2.86
2,N1,B150 (CLEVELAND BROS),1454.16,2.86
3,N1,B160 (FABCO EQ),1454.16,2.86
4,N1,B170 (FOLEY INC.),727.08,1.43
5,N1,B190 (GILES AND RANSOME),727.08,1.43
6,N1,B270 (MACALLISTER),1454.16,2.86
7,N1,B290 (MICHIGAN CAT),1454.16,2.86
8,N1,B330 (OHIO MACHINERY),1454.16,2.86
9,N1,B350 (PATTEN IND),1454.16,2.86
10,N1,B370 (H.O. PENN MCHY),727.08,1.43
11,N1,B420 (MILTON CAT),727.08,1.43
12,N1,D070 (BLANCHARD MCHY),1454.16,2.86
13,N1,D090 (CAROLINA TR),1454.16,2.86
14,N1,D100 (CARTER MCHY),1454.16,2.86
15,N1,D120 (FABICK TR),1454.16,2.86
16,N1,D180 (GREGORY POOLE),1454.16,2.86
17,N1,D241 (LOUISIANA MCHY),2181.24,4.29
18,N1,D260 (KELLY TRACTOR),2181.24,4.29
19,N1,D310 (J.A. RIGGS),1454.16,2.86
20,N1,D350 (RING POWER),2181.24,4.29
21,N1,D390 (STOWERS MCHY),2181.24,4.29
22,N1,D420 (THOMPSON MACH),2181.24,4.29
23,N1,D430 (THOMPSON TR),1454.16,2.86
24,N1,D440 (PUCKETT MACHY),2181.24,4.29
25,N1,D470 (CI WALKER MCHY),1454.16,2.86
26,N1,D480 (WHAYNE SUPPLY),1454.16,2.86
27,N1,D500 (YANCEY BROS),2181.24,4.29
28,N1,D600 (PIPELINE MACH),2181.24,4.29
29,N1,E070 (BUTLER MCHY),2181.24,4.29
30,N1,E130 (FOLEY EQUIPMENT),2181.24,4.29
31,N1,E140 (HOLT TEXAS),2181.24,4.29
32,N1,E250 (WAGNER EQ),2908.32,5.72
33,N1,E300 (MUSTANG MACH),2181.24,4.29
34,N1,E30A (MUSTANG RENTAL),2181.24,4.29
35,N1,E330 (NEBRASKA MCHY),1454.16,2.86
36,N1,E459 (WARREN POWER),2181.24,4.29
37,N1,E480 (WHEELER MCHY),2908.32,5.72
38,N1,E490 (WYOMING MCHY),2908.32,5.72
39,N1,E500 (ZIEGLER),2181.24,4.29
40,N1,H070 (CASHMAN EQ),2908.32,5.72
41,N1,H160 (EMPIRE MACHY),2908.32,5.72
42,N1,H190 (HAWTHORNE MACHY),2908.32,5.72
43,N1,H200 (HOLT OF CA),2908.32,5.72
44,N1,H270 (JOHNSON MCHY),2908.32,5.72
45,N1,H330 (N C MACHINERY),3635.4,7.15
46,N1,H360 (PETERSON MACH),3635.4,7.15
47,N1,H370 (PETERSON TR),3635.4,7.15
48,N1,H430 (QUINN COMPANY),2908.32,5.72
49,N1,H510 (WESTERN ST. EQ.),2908.32,5.72
50,N1,N020 (TOROMONT CAT),2181.24,4.29
51,N1,N02P (BATTLEFIELD EQ),1454.16,2.86
52,N1,N030 (FINNING INT'L),3635.4,7.15
53,N1,N03C (RAYDON RENTALS),3635.4,7.15
54,N1,N050 (HEWITT EQ),1454.16,2.86
55,N1,N070 (KRAMER),2181.24,4.29
56,N1,N140 (ATLANTIC T AND E),1454.16,2.86
57,N1,N600 (PIPELINE MACH),2181.24,4.29
58,N1,R150 (PANAMERICAN),1454.16,2.86
59,N2,B010 (ALBAN TRACTOR),727.08,1.43
60,N2,B030 (ALTORFER),1454.16,2.86
61,N2,B150 (CLEVELAND BROS),1454.16,2.86
62,N2,B160 (FABCO EQ),2181.24,4.29
63,N2,B170 (FOLEY INC.),1454.16,2.86
64,N2,B190 (GILES AND RANSOME),1454.16,2.86
65,N2,B270 (MACALLISTER),1454.16,2.86
66,N2,B290 (MICHIGAN CAT),2181.24,4.29
67,N2,B330 (OHIO MACHINERY),1454.16,2.86
68,N2,B350 (PATTEN IND),1454.16,2.86
69,N2,B370 (H.O. PENN MCHY),1454.16,2.86
70,N2,B420 (MILTON CAT),1454.16,2.86
71,N2,D070 (BLANCHARD MCHY),727.08,1.43
72,N2,D090 (CAROLINA TR),727.08,1.43
73,N2,D100 (CARTER MCHY),727.08,1.43
74,N2,D120 (FABICK TR),1454.16,2.86
75,N2,D180 (GREGORY POOLE),727.08,1.43
76,N2,D241 (LOUISIANA MCHY),2181.24,4.29
77,N2,D260 (KELLY TRACTOR),1454.16,2.86
78,N2,D310 (J.A. RIGGS),1454.16,2.86
79,N2,D350 (RING POWER),1454.16,2.86
80,N2,D390 (STOWERS MCHY),1454.16,2.86
81,N2,D420 (THOMPSON MACH),1454.16,2.86
82,N2,D430 (THOMPSON TR),1454.16,2.86
83,N2,D440 (PUCKETT MACHY),1454.16,2.86
84,N2,D470 (CI WALKER MCHY),1454.16,2.86
85,N2,D480 (WHAYNE SUPPLY),1454.16,2.86
86,N2,D500 (YANCEY BROS),1454.16,2.86
87,N2,D600 (PIPELINE MACH),2908.32,5.72
88,N2,E070 (BUTLER MCHY),2908.32,5.72
89,N2,E130 (FOLEY EQUIPMENT),2181.24,4.29
90,N2,E140 (HOLT TEXAS),2181.24,4.29
91,N2,E250 (WAGNER EQ),2908.32,5.72
92,N2,E300 (MUSTANG MACH),2181.24,4.29
93,N2,E30A (MUSTANG RENTAL),2181.24,4.29
94,N2,E330 (NEBRASKA MCHY),1454.16,2.86
95,N2,E459 (WARREN POWER),2181.24,4.29
96,N2,E480 (WHEELER MCHY),2908.32,5.72
97,N2,E490 (WYOMING MCHY),2908.32,5.72
98,N2,E500 (ZIEGLER),2181.24,4.29
99,N2,H070 (CASHMAN EQ),2908.32,5.72
100,N2,H160 (EMPIRE MACHY),2908.32,5.72
101,N2,H190 (HAWTHORNE MACHY),2908.32,5.72
102,N2,H200 (HOLT OF CA),2908.32,5.72
103,N2,H270 (JOHNSON MCHY),2908.32,5.72
104,N2,H330 (N C MACHINERY),3635.4,7.15
105,N2,H360 (PETERSON MACH),3635.4,7.15
106,N2,H370 (PETERSON TR),3635.4,7.15
107,N2,H430 (QUINN COMPANY),2908.32,5.72
108,N2,H510 (WESTERN ST. EQ.),2908.32,5.72
109,N2,N020 (TOROMONT CAT),2908.32,5.72
110,N2,N02P (BATTLEFIELD EQ),2181.24,4.29
111,N2,N030 (FINNING INT'L),3635.4,7.15
112,N2,N03C (RAYDON RENTALS),3635.4,7.15
113,N2,N050 (HEWITT EQ),2181.24,4.29
114,N2,N070 (KRAMER),2908.32,5.72
115,N2,N140 (ATLANTIC T AND E),2181.24,4.29
116,N2,N600 (PIPELINE MACH),2908.32,5.72
117,N2,R150 (PANAMERICAN),727.08,1.43
118,N2,V208 (WAGNER ASIA),2181.24,4.29
119,N3,B010 (ALBAN TRACTOR),1454.16,2.86
120,N3,B030 (ALTORFER),1454.16,2.86
121,N3,B150 (CLEVELAND BROS),1454.16,2.86
122,N3,B160 (FABCO EQ),2181.24,4.29
123,N3,B170 (FOLEY INC.),2181.24,4.29
124,N3,B190 (GILES AND RANSOME),2181.24,4.29
125,N3,B270 (MACALLISTER),1454.16,2.86
126,N3,B290 (MICHIGAN CAT),2181.24,4.29
127,N3,B330 (OHIO MACHINERY),1454.16,2.86
128,N3,B350 (PATTEN IND),1454.16,2.86
129,N3,B370 (H.O. PENN MCHY),2181.24,4.29
130,N3,B420 (MILTON CAT),2181.24,4.29
131,N3,D070 (BLANCHARD MCHY),1454.16,2.86
132,N3,D090 (CAROLINA TR),1454.16,2.86
133,N3,D100 (CARTER MCHY),1454.16,2.86
134,N3,D120 (FABICK TR),1454.16,2.86
135,N3,D180 (GREGORY POOLE),1454.16,2.86
136,N3,D241 (LOUISIANA MCHY),1454.16,2.86
137,N3,D260 (KELLY TRACTOR),727.08,1.43
138,N3,D310 (J.A. RIGGS),1454.16,2.86
139,N3,D350 (RING POWER),727.08,1.43
140,N3,D390 (STOWERS MCHY),727.08,1.43
141,N3,D420 (THOMPSON MACH),727.08,1.43
142,N3,D430 (THOMPSON TR),1454.16,2.86
143,N3,D440 (PUCKETT MACHY),727.08,1.43
144,N3,D470 (CI WALKER MCHY),1454.16,2.86
145,N3,D480 (WHAYNE SUPPLY),1454.16,2.86
146,N3,D500 (YANCEY BROS),727.08,1.43
147,N3,D600 (PIPELINE MACH),2908.32,5.72
148,N3,E070 (BUTLER MCHY),2908.32,5.72
149,N3,E130 (FOLEY EQUIPMENT),2181.24,4.29
150,N3,E140 (HOLT TEXAS),1454.16,2.86
151,N3,E250 (WAGNER EQ),2181.24,4.29
152,N3,E300 (MUSTANG MACH),1454.16,2.86
153,N3,E30A (MUSTANG RENTAL),1454.16,2.86
154,N3,E330 (NEBRASKA MCHY),1454.16,2.86
155,N3,E459 (WARREN POWER),1454.16,2.86
156,N3,E480 (WHEELER MCHY),2181.24,4.29
157,N3,E490 (WYOMING MCHY),2908.32,5.72
158,N3,E500 (ZIEGLER),2181.24,4.29
159,N3,H070 (CASHMAN EQ),2181.24,4.29
160,N3,H160 (EMPIRE MACHY),2181.24,4.29
161,N3,H190 (HAWTHORNE MACHY),2181.24,4.29
162,N3,H200 (HOLT OF CA),2181.24,4.29
163,N3,H270 (JOHNSON MCHY),2181.24,4.29
164,N3,H330 (N C MACHINERY),2908.32,5.72
165,N3,H360 (PETERSON MACH),2908.32,5.72
166,N3,H370 (PETERSON TR),2908.32,5.72
167,N3,H430 (QUINN COMPANY),2181.24,4.29
168,N3,H510 (WESTERN ST. EQ.),2908.32,5.72
169,N3,N020 (TOROMONT CAT),3635.4,7.15
170,N3,N02P (BATTLEFIELD EQ),2908.32,5.72
171,N3,N030 (FINNING INT'L),3635.4,7.15
172,N3,N03C (RAYDON RENTALS),3635.4,7.15
173,N3,N050 (HEWITT EQ),2908.32,5.72
174,N3,N070 (KRAMER),2908.32,5.72
175,N3,N140 (ATLANTIC T AND E),2908.32,5.72
176,N3,N600 (PIPELINE MACH),2908.32,5.72
177,N3,P230 (MADISA),1454.16,2.86
178,N3,R150 (PANAMERICAN),1454.16,2.86
179,N3,V208 (WAGNER ASIA),2181.24,4.29
180,N4,B010 (ALBAN TRACTOR),2181.24,4.29
181,N4,B030 (ALTORFER),1454.16,2.86
182,N4,B150 (CLEVELAND BROS),1454.16,2.86
183,N4,B160 (FABCO EQ),2181.24,4.29
184,N4,B170 (FOLEY INC.),2181.24,4.29
185,N4,B190 (GILES AND RANSOME),2181.24,4.29
186,N4,B270 (MACALLISTER),1454.16,2.86
187,N4,B290 (MICHIGAN CAT),2181.24,4.29
188,N4,B330 (OHIO MACHINERY),1454.16,2.86
189,N4,B350 (PATTEN IND),1454.16,2.86
190,N4,B370 (H.O. PENN MCHY),2181.24,4.29
191,N4,B420 (MILTON CAT),2181.24,4.29
192,N4,D070 (BLANCHARD MCHY),2181.24,4.29
193,N4,D090 (CAROLINA TR),2181.24,4.29
194,N4,D100 (CARTER MCHY),2181.24,4.29
195,N4,D120 (FABICK TR),1454.16,2.86
196,N4,D180 (GREGORY POOLE),2181.24,4.29
197,N4,D241 (LOUISIANA MCHY),727.08,1.43
198,N4,D260 (KELLY TRACTOR),1454.16,2.86
199,N4,D310 (J.A. RIGGS),1454.16,2.86
200,N4,D350 (RING POWER),1454.16,2.86
201,N4,D390 (STOWERS MCHY),1454.16,2.86
202,N4,D420 (THOMPSON MACH),1454.16,2.86
203,N4,D430 (THOMPSON TR),1454.16,2.86
204,N4,D440 (PUCKETT MACHY),1454.16,2.86
205,N4,D470 (CI WALKER MCHY),1454.16,2.86
206,N4,D480 (WHAYNE SUPPLY),1454.16,2.86
207,N4,D500 (YANCEY BROS),1454.16,2.86
208,N4,D600 (PIPELINE MACH),2908.32,5.72
209,N4,E070 (BUTLER MCHY),2181.24,4.29
210,N4,E130 (FOLEY EQUIPMENT),1454.16,2.86
211,N4,E140 (HOLT TEXAS),727.08,1.43
212,N4,E250 (WAGNER EQ),1454.16,2.86
213,N4,E300 (MUSTANG MACH),727.08,1.43
214,N4,E30A (MUSTANG RENTAL),727.08,1.43
215,N4,E330 (NEBRASKA MCHY),2181.24,4.29
216,N4,E459 (WARREN POWER),727.08,1.43
217,N4,E480 (WHEELER MCHY),1454.16,2.86
218,N4,E490 (WYOMING MCHY),1454.16,2.86
219,N4,E500 (ZIEGLER),1454.16,2.86
220,N4,H070 (CASHMAN EQ),1454.16,2.86
221,N4,H160 (EMPIRE MACHY),1454.16,2.86
222,N4,H190 (HAWTHORNE MACHY),1454.16,2.86
223,N4,H200 (HOLT OF CA),1454.16,2.86
224,N4,H270 (JOHNSON MCHY),1454.16,2.86
225,N4,H330 (N C MACHINERY),2181.24,4.29
226,N4,H360 (PETERSON MACH),2181.24,4.29
227,N4,H370 (PETERSON TR),2181.24,4.29
228,N4,H430 (QUINN COMPANY),1454.16,2.86
229,N4,H510 (WESTERN ST. EQ.),2181.24,4.29
230,N4,N020 (TOROMONT CAT),3635.4,7.15
231,N4,N02P (BATTLEFIELD EQ),2908.32,5.72
232,N4,N030 (FINNING INT'L),2908.32,5.72
233,N4,N03C (RAYDON RENTALS),2908.32,5.72
234,N4,N050 (HEWITT EQ),2908.32,5.72
235,N4,N070 (KRAMER),2908.32,5.72
236,N4,N140 (ATLANTIC T AND E),2908.32,5.72
237,N4,N600 (PIPELINE MACH),2908.32,5.72
238,N4,P020 (TRACSA),1454.16,2.86
239,N4,P230 (MADISA),727.08,1.43
240,N4,P260 (MAQSA),727.08,1.43
241,N4,P280 (MATCO),1454.16,2.86
242,N4,V208 (WAGNER ASIA),1454.16,2.86
243,N5,B010 (ALBAN TRACTOR),2908.32,5.72
244,N5,B030 (ALTORFER),2181.24,4.29
245,N5,B150 (CLEVELAND BROS),2181.24,4.29
246,N5,B160 (FABCO EQ),2181.24,4.29
247,N5,B170 (FOLEY INC.),2908.32,5.72
248,N5,B190 (GILES AND RANSOME),2908.32,5.72
249,N5,B270 (MACALLISTER),2181.24,4.29
250,N5,B290 (MICHIGAN CAT),2181.24,4.29
251,N5,B330 (OHIO MACHINERY),2181.24,4.29
252,N5,B350 (PATTEN IND),2181.24,4.29
253,N5,B370 (H.O. PENN MCHY),2908.32,5.72
254,N5,B420 (MILTON CAT),2908.32,5.72
255,N5,D070 (BLANCHARD MCHY),2908.32,5.72
256,N5,D090 (CAROLINA TR),2908.32,5.72
257,N5,D100 (CARTER MCHY),2908.32,5.72
258,N5,D120 (FABICK TR),2181.24,4.29
259,N5,D180 (GREGORY POOLE),2908.32,5.72
260,N5,D241 (LOUISIANA MCHY),1454.16,2.86
261,N5,D260 (KELLY TRACTOR),2908.32,5.72
262,N5,D310 (J.A. RIGGS),2181.24,4.29
263,N5,D350 (RING POWER),2908.32,5.72
264,N5,D390 (STOWERS MCHY),2908.32,5.72
265,N5,D420 (THOMPSON MACH),2908.32,5.72
266,N5,D430 (THOMPSON TR),2181.24,4.29
267,N5,D440 (PUCKETT MACHY),2908.32,5.72
268,N5,D470 (CI WALKER MCHY),2181.24,4.29
269,N5,D480 (WHAYNE SUPPLY),2181.24,4.29
270,N5,D500 (YANCEY BROS),2908.32,5.72
271,N5,D600 (PIPELINE MACH),2181.24,4.29
272,N5,E070 (BUTLER MCHY),2181.24,4.29
273,N5,E130 (FOLEY EQUIPMENT),1454.16,2.86
274,N5,E140 (HOLT TEXAS),1454.16,2.86
275,N5,E250 (WAGNER EQ),727.08,1.43
276,N5,E300 (MUSTANG MACH),1454.16,2.86
277,N5,E30A (MUSTANG RENTAL),1454.16,2.86
278,N5,E330 (NEBRASKA MCHY),2181.24,4.29
279,N5,E459 (WARREN POWER),1454.16,2.86
280,N5,E480 (WHEELER MCHY),727.08,1.43
281,N5,E490 (WYOMING MCHY),1454.16,2.86
282,N5,E500 (ZIEGLER),1454.16,2.86
283,N5,H070 (CASHMAN EQ),727.08,1.43
284,N5,H160 (EMPIRE MACHY),727.08,1.43
285,N5,H190 (HAWTHORNE MACHY),727.08,1.43
286,N5,H200 (HOLT OF CA),727.08,1.43
287,N5,H270 (JOHNSON MCHY),727.08,1.43
288,N5,H330 (N C MACHINERY),1454.16,2.86
289,N5,H360 (PETERSON MACH),1454.16,2.86
290,N5,H370 (PETERSON TR),1454.16,2.86
291,N5,H430 (QUINN COMPANY),727.08,1.43
292,N5,H510 (WESTERN ST. EQ.),1454.16,2.86
293,N5,N020 (TOROMONT CAT),4362.48,8.58
294,N5,N02P (BATTLEFIELD EQ),2908.32,5.72
295,N5,N030 (FINNING INT'L),2181.24,4.29
296,N5,N03C (RAYDON RENTALS),2181.24,4.29
297,N5,N050 (HEWITT EQ),2908.32,5.72
298,N5,N070 (KRAMER),2181.24,4.29
299,N5,N140 (ATLANTIC T AND E),3635.4,7.15
300,N5,N600 (PIPELINE MACH),2181.24,4.29
301,N5,P020 (TRACSA),727.08,1.43
302,N5,P230 (MADISA),1454.16,2.86
303,N5,P280 (MATCO),1454.16,2.86
304,N5,V208 (WAGNER ASIA),1454.16,2.86
305,N6,B010 (ALBAN TRACTOR),3635.4,7.15
306,N6,B030 (ALTORFER),2908.32,5.72
307,N6,B150 (CLEVELAND BROS),2908.32,5.72
308,N6,B160 (FABCO EQ),2908.32,5.72
309,N6,B170 (FOLEY INC.),3635.4,7.15
310,N6,B190 (GILES AND RANSOME),3635.4,7.15
311,N6,B270 (MACALLISTER),2908.32,5.72
312,N6,B290 (MICHIGAN CAT),2908.32,5.72
313,N6,B330 (OHIO MACHINERY),2908.32,5.72
314,N6,B350 (PATTEN IND),2908.32,5.72
315,N6,B370 (H.O. PENN MCHY),3635.4,7.15
316,N6,B420 (MILTON CAT),3635.4,7.15
317,N6,D070 (BLANCHARD MCHY),3635.4,7.15
318,N6,D090 (CAROLINA TR),3635.4,7.15
319,N6,D100 (CARTER MCHY),3635.4,7.15
320,N6,D120 (FABICK TR),2908.32,5.72
321,N6,D180 (GREGORY POOLE),3635.4,7.15
322,N6,D241 (LOUISIANA MCHY),2181.24,4.29
323,N6,D260 (KELLY TRACTOR),3635.4,7.15
324,N6,D310 (J.A. RIGGS),2908.32,5.72
325,N6,D350 (RING POWER),3635.4,7.15
326,N6,D390 (STOWERS MCHY),3635.4,7.15
327,N6,D420 (THOMPSON MACH),3635.4,7.15
328,N6,D430 (THOMPSON TR),2908.32,5.72
329,N6,D440 (PUCKETT MACHY),3635.4,7.15
330,N6,D470 (CI WALKER MCHY),2908.32,5.72
331,N6,D480 (WHAYNE SUPPLY),2908.32,5.72
332,N6,D500 (YANCEY BROS),3635.4,7.15
333,N6,D600 (PIPELINE MACH),2181.24,4.29
334,N6,E070 (BUTLER MCHY),2181.24,4.29
335,N6,E130 (FOLEY EQUIPMENT),2181.24,4.29
336,N6,E140 (HOLT TEXAS),2181.24,4.29
337,N6,E250 (WAGNER EQ),1454.16,2.86
338,N6,E300 (MUSTANG MACH),2181.24,4.29
339,N6,E30A (MUSTANG RENTAL),2181.24,4.29
340,N6,E330 (NEBRASKA MCHY),2181.24,4.29
341,N6,E459 (WARREN POWER),2181.24,4.29
342,N6,E480 (WHEELER MCHY),1454.16,2.86
343,N6,E490 (WYOMING MCHY),2181.24,4.29
344,N6,E500 (ZIEGLER),2181.24,4.29
345,N6,H070 (CASHMAN EQ),1454.16,2.86
346,N6,H160 (EMPIRE MACHY),1454.16,2.86
347,N6,H190 (HAWTHORNE MACHY),1454.16,2.86
348,N6,H200 (HOLT OF CA),1454.16,2.86
349,N6,H270 (JOHNSON MCHY),1454.16,2.86
350,N6,H330 (N C MACHINERY),727.08,1.43
351,N6,H360 (PETERSON MACH),727.08,1.43
352,N6,H370 (PETERSON TR),727.08,1.43
353,N6,H430 (QUINN COMPANY),1454.16,2.86
354,N6,H510 (WESTERN ST. EQ.),1454.16,2.86
355,N6,N020 (TOROMONT CAT),5089.56,10.01
356,N6,N02P (BATTLEFIELD EQ),3635.4,7.15
357,N6,N030 (FINNING INT'L),1454.16,2.86
358,N6,N03C (RAYDON RENTALS),1454.16,2.86
359,N6,N050 (HEWITT EQ),3635.4,7.15
360,N6,N070 (KRAMER),2181.24,4.29
361,N6,N140 (ATLANTIC T AND E),4362.48,8.58
362,N6,N600 (PIPELINE MACH),2181.24,4.29
363,N6,P020 (TRACSA),1454.16,2.86
364,N8,H140 (HAWTHORNE PACIF),727.08,1.43
365,N9,P020 (TRACSA),727.08,1.43
366,N9,P050 (IIASA PANAMA),1454.16,2.86
367,N9,P120 (COGESA),1454.16,2.86
368,N9,P210 (MATRA),1454.16,2.86
369,N9,P230 (MADISA),727.08,1.43
370,N9,P260 (MAQSA),727.08,1.43
371,N9,P280 (MATCO),1454.16,2.86
372,N9,P340 (CEMCOL),1454.16,2.86
373,N9,P370 (NIMAC),1454.16,2.86
374,N9,P380 (GENTRAC),1454.16,2.86
375,N10,P020 (TRACSA),1454.16,2.86
376,N10,P050 (IIASA PANAMA),727.08,1.43
377,N10,P120 (COGESA),727.08,1.43
378,N10,P210 (MATRA),727.08,1.43
379,N10,P230 (MADISA),1454.16,2.86
380,N10,P260 (MAQSA),1454.16,2.86
381,N10,P280 (MATCO),727.08,1.43
382,N10,P340 (CEMCOL),727.08,1.43
383,N10,P370 (NIMAC),727.08,1.43
384,N10,P380 (GENTRAC),727.08,1.43
385,S1,P160 (IMCA),727.08,1.43
386,S1,P310 (TRACMAC),727.08,1.43
387,S1,P420 (RIMCO),727.08,1.43
388,S1,R160 (MACORP GUYANA),1454.16,2.86
389,S1,R350 (CKC SURMAC),1454.16,2.86
390,S1,R400 (VENEQUIP),727.08,1.43
391,S1,R460 (GECOLSA),1454.16,2.86
392,S2,R160 (MACORP GUYANA),1454.16,2.86
393,S2,R350 (CKC SURMAC),1454.16,2.86
394,S2,R400 (VENEQUIP),2181.24,4.29
395,S2,U060 (SOTREQ),2181.24,4.29
396,S2,U170 (PARANA EQ),2181.24,4.29
397,S3,R050 (FINNING AR),2181.24,4.29
398,S3,R100 (FINNING URUGUAY),2181.24,4.29
399,S3,R180 (FINNING BOLIVIA),1454.16,2.86
400,S3,R200 (PETERSEN),727.08,1.43
401,S3,U060 (SOTREQ),727.08,1.43
402,S3,U170 (PARANA EQ),727.08,1.43
403,S4,R050 (FINNING AR),727.08,1.43
404,S4,R100 (FINNING URUGUAY),727.08,1.43
405,S4,R120 (FINNING CHILE),1454.16,2.86
406,S4,R180 (FINNING BOLIVIA),2181.24,4.29
407,S4,R200 (PETERSEN),727.08,1.43
408,S4,U060 (SOTREQ),2181.24,4.29
409,S4,U170 (PARANA EQ),2181.24,4.29
410,S5,R050 (FINNING AR),1454.16,2.86
411,S5,R100 (FINNING URUGUAY),1454.16,2.86
412,S5,R120 (FINNING CHILE),727.08,1.43
413,S6,R070 (FERREYROS ORVIS),1454.16,2.86
414,S6,R080 (FERREYROS),727.08,1.43
415,S6,R095 (FERREYROS UNIMA),727.08,1.43
416,S6,R180 (FINNING BOLIVIA),1454.16,2.86
417,S6,R440 (IIASA),727.08,1.43
418,S6,R460 (GECOLSA),1454.16,2.86
419,S7,P050 (IIASA PANAMA),727.08,1.43
420,S7,P120 (COGESA),1454.16,2.86
421,S7,P210 (MATRA),1454.16,2.86
422,S7,P340 (CEMCOL),1454.16,2.86
423,S7,P370 (NIMAC),1454.16,2.86
424,S7,P380 (GENTRAC),1454.16,2.86
425,S7,R070 (FERREYROS ORVIS),727.08,1.43
426,S7,R080 (FERREYROS),1454.16,2.86
427,S7,R095 (FERREYROS UNIMA),1454.16,2.86
428,S7,R400 (VENEQUIP),1454.16,2.86
429,S7,R440 (IIASA),1454.16,2.86
430,S7,R460 (GECOLSA),727.08,1.43
431,S8,R100 (FINNING URUGUAY),1454.16,2.86
432,S8,R120 (FINNING CHILE),2181.24,4.29
433,S8,R180 (FINNING BOLIVIA),2181.24,4.29
434,S8,R200 (PETERSEN),2181.24,4.29
435,S8,R350 (CKC SURMAC),2908.32,5.72
436,S8,R400 (VENEQUIP),3635.4,7.15
437,S8,R440 (IIASA),3635.4,7.15
438,S8,R460 (GECOLSA),3635.4,7.15
439,S8,U060 (SOTREQ),2181.24,4.29
440,S8,U170 (PARANA EQ),1454.16,2.86
441,E1,K310 (DELMAS),1454.16,2.86
442,E1,L010 (AVESCO),727.08,1.43
443,E1,L030 (BERGERAT-FR),727.08,1.43
444,E1,L040 (PON EQ A/S /DK),2181.24,4.29
445,E1,L080 (ZEPPELIN AT),727.08,1.43
446,E1,L100 (PON EQ AB/SE),2181.24,4.29
447,E1,L110 (PON EQ BV/NL),2181.24,4.29
448,E1,L240 (ZEPPELIN DE),727.08,1.43
449,E1,L24A (ZEPPELIN RENT),727.08,1.43
450,E1,L310 (PON EQ AS/NO),2181.24,4.29
451,E1,L390 (WITRAKTOR),1454.16,2.86
452,E1,L400 (BERGERAT-BE),727.08,1.43
453,E1,M030 (ELTRAK),1454.16,2.86
454,E1,M040 (CGT),1454.16,2.86
455,E1,M180 (FSA),1454.16,2.86
456,E1,M450 (BORUSAN MAKINA),1454.16,2.86
457,E1,M512 (CGT EDILIZIA),1454.16,2.86
458,E1,M530 (ELTRAK BG),1454.16,2.86
459,E1,V21A (OOO MANTRAC),1454.16,2.86
460,E1,V21D (OOO MANTRAC),2181.24,4.29
461,E1,V351 (ZEPPELIN  UA),1454.16,2.86
462,E1,X080 (HUNTRACO),1454.16,2.86
463,E1,X150 (TEKNOXGROUP),1454.16,2.86
464,E1,X171 (BERGERAT-RO),1454.16,2.86
465,E1,X190 (PHOENIX ZEPP.),1454.16,2.86
466,E1,X191 (PHOENIX ZEPP.),1454.16,2.86
467,E1,X260 (MAGELLAN),727.08,1.43
468,E1,X320 (WIHURI AS (EE)),1454.16,2.86
469,E1,X350 (WITRAKTOR (LV)),1454.16,2.86
470,E1,X355 (WITRAKTOR (LT)),1454.16,2.86
471,E1,X490 (BERGERAT POLAND),1454.16,2.86
472,E2,J122 (SIME DARBY CEL),2908.32,5.72
473,E2,K310 (DELMAS),727.08,1.43
474,E2,L010 (AVESCO),1454.16,2.86
475,E2,L030 (BERGERAT-FR),1454.16,2.86
476,E2,L040 (PON EQ A/S /DK),1454.16,2.86
477,E2,L080 (ZEPPELIN AT),1454.16,2.86
478,E2,L100 (PON EQ AB/SE),1454.16,2.86
479,E2,L110 (PON EQ BV/NL),1454.16,2.86
480,E2,L240 (ZEPPELIN DE),1454.16,2.86
481,E2,L24A (ZEPPELIN RENT),1454.16,2.86
482,E2,L310 (PON EQ AS/NO),1454.16,2.86
483,E2,L390 (WITRAKTOR),727.08,1.43
484,E2,L400 (BERGERAT-BE),1454.16,2.86
485,E2,M030 (ELTRAK),2181.24,4.29
486,E2,M040 (CGT),2181.24,4.29
487,E2,M180 (FSA),2181.24,4.29
488,E2,M450 (BORUSAN MAKINA),1454.16,2.86
489,E2,M512 (CGT EDILIZIA),2181.24,4.29
490,E2,M530 (ELTRAK BG),2181.24,4.29
491,E2,V21A (OOO MANTRAC),1454.16,2.86
492,E2,V21D (OOO MANTRAC),2181.24,4.29
493,E2,V262 (VOSTOCHNAYA TEC),2181.24,4.29
494,E2,V27E (ZEPPELIN RUSSIA),727.08,1.43
495,E2,V27F (ZEPPELIN RUSSIA),727.08,1.43
496,E2,V27U (ZEPPELIN RUSSIA),727.08,1.43
497,E2,V351 (ZEPPELIN  UA),727.08,1.43
498,E2,X080 (HUNTRACO),727.08,1.43
499,E2,X150 (TEKNOXGROUP),1454.16,2.86
500,E2,X171 (BERGERAT-RO),727.08,1.43
501,E2,X190 (PHOENIX ZEPP.),727.08,1.43
502,E2,X191 (PHOENIX ZEPP.),727.08,1.43
503,E2,X320 (WIHURI AS (EE)),727.08,1.43
504,E2,X350 (WITRAKTOR (LV)),727.08,1.43
505,E2,X355 (WITRAKTOR (LT)),727.08,1.43
506,E2,X490 (BERGERAT POLAND),727.08,1.43
507,E3,K310 (DELMAS),1454.16,2.86
508,E3,L010 (AVESCO),1454.16,2.86
