,source,dest,cost_20ft,time_20ft,cost_40ft,time_40ft,cost_roro,time_roro
1101,S8,E2,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1102,S8,E3,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1103,S8,E4,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
1104,S8,E5,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
1105,S8,E6,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
1106,S8,E7,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1107,S8,E8,205.4017263,75.8626321,100.2556045,75.8626321,108.535,94.1
1108,S8,E9,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
1109,S8,E10,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1110,S8,E11,192.0879736,112.9318358,93.7572252,112.9318358,294.825,167.4
1111,S8,M1,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1112,S8,M2,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
1113,S8,M3,146.8908033,86.35963911,71.69670162,86.35963911,225.455,128.0
1114,S8,M4,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
1115,S8,M5,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
1116,S8,M6,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
1117,S8,M7,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
1118,S8,M8,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
1119,S8,M9,79.09504795,46.50134413,38.60591626,46.50134413,121.4,68.9
1120,S8,M10,90.3943405,53.1443933,44.12104715,53.1443933,138.74,78.8
1121,S8,M11,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
1122,S8,M12,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
1123,S8,M13,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
1124,S8,K1,158.1900959,93.00268827,77.21183251,93.00268827,242.795,137.9
1125,S8,K2,82.6244412,44.68267661,40.32859631,44.68267661,120.515,60.7
1126,S8,K3,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
1127,S8,K4,91.8049347,49.64741845,44.80955146,49.64741845,133.905,67.4
1128,S8,K5,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
1129,S8,A1,203.3872662,119.5748849,99.27235609,119.5748849,312.165,177.3
1130,S8,A2,192.0879736,112.9318358,93.7572252,112.9318358,294.825,167.4
1131,S8,A3,180.788681,106.2887866,88.2420943,106.2887866,277.48,47.6666666667
1132,S8,A4,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
1133,S8,A5,158.1900959,93.00268827,77.21183251,93.00268827,242.795,137.9
1134,S8,A6,146.8908033,86.35963911,71.69670162,86.35963911,225.455,128.0
1135,S8,A7,146.8908033,86.35963911,71.69670162,86.35963911,225.455,128.0
1136,S8,A8,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
1137,S8,A9,158.1900959,93.00268827,77.21183251,93.00268827,242.795,137.9
1138,S8,A10,192.0879736,112.9318358,93.7572252,112.9318358,294.825,167.4
1139,S8,A11,203.3872662,119.5748849,99.27235609,119.5748849,312.165,177.3
1140,S8,A12,214.6865587,126.2179341,104.787487,126.2179341,329.51,187.1
1141,S8,A13,214.6865587,126.2179341,104.787487,126.2179341,329.51,187.1
1142,S8,A14,180.788681,106.2887866,88.2420943,106.2887866,277.48,157.6
1143,S8,Z1,174.4293759,94.33009506,85.13814777,94.33009506,254.42,128.1
1144,S8,Z2,183.6098694,99.29483691,89.61910291,99.29483691,267.81,134.8
1145,S8,Z3,174.4293759,94.33009506,85.13814777,94.33009506,254.42,128.1
1146,S8,Z4,192.7903629,104.2595788,94.10005806,104.2595788,281.2,141.5
1147,S8,Z5,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1148,S8,Z6,144.1672448,103.2845573,70.36734566,103.2845573,192.125,93.3
1149,S8,Z7,205.4058093,103.0815706,100.2575974,103.0815706,224.89,134.9
1150,E1,N1,38.06962124,13.5620438,18.58160084,13.5620438,32.775,11.6666666667
1151,E1,N2,36.95743025,17.07575758,18.03874572,17.07575758,43.485,20.6666666667
1152,E1,N3,34.19112805,30.5,16.68852679,30.5,140.555,84.3
1153,E1,N4,35.96487233,22.0,17.55428292,22.0,48.455,23.0
1154,E1,N5,54.7053735,31.625,26.70143229,31.625,42.87,26.9
1155,E1,N6,66.49046165,40.0,32.45367772,40.0,43.735,28.0
1156,E1,N7,138.3555377,90.12030586,67.53067909,90.12030586,200.13,101.9
1157,E1,N8,122.0784156,79.51791694,59.58589332,79.51791694,176.585,89.9
1158,E1,N9,35.30745158,23.88235294,17.23339898,23.88235294,50.68,34.0
1159,E1,N10,62.2483014,19.14285714,30.38309949,19.14285714,45.295,18.5
1160,E1,S1,48.31465681,25.32432432,23.58215392,25.32432432,55.475,26.8
1161,E1,S2,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
1162,E1,S3,44.5176914,21.16666667,21.72887318,21.16666667,126.5,75.9
1163,E1,S4,26.95282012,21.0,13.15554315,21.0,154.61,92.8
1164,E1,S5,56.5757622,32.35714286,27.61436012,32.35714286,56.495,37.8
1165,E1,S6,58.8309282,28.0,28.7150959,28.0,55.43,38.6
1166,E1,S7,59.8951701,23.05263158,29.23454731,23.05263158,49.755,31.9
1167,E1,S8,36.32140244,25.2,17.72830357,25.2,140.555,84.3
1168,E1,E2,20.85365854,5.5,10.17857143,5.5,12.64,19.7
1169,E1,E3,17.4847561,5.5,8.53422619,5.5,14.87,18.8
1170,E1,E4,22.59858513,13.28609832,11.03026179,13.28609832,34.685,19.7
1171,E1,E5,19.91155996,8.666666667,9.718737599,8.666666667,13.23,16.9
1172,E1,E6,33.02017277,14.77777778,16.11698909,14.77777778,16.17,25.3
1173,E1,E7,60.67659405,31.394376,29.61595662,31.394376,58.56,29.2
1174,E1,E8,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
1175,E1,E9,60.0696853,43.03523223,29.31972736,43.03523223,80.05,38.9
1176,E1,E10,28.49596037,23.0,13.90874256,23.0,73.195,36.5
1177,E1,E11,54.6885925,45.16666667,26.69324157,45.16666667,187.47,94.4
1178,E1,M1,21.02547676,16.30612245,10.26243509,16.30612245,27.265,16.0
1179,E1,M2,29.8716721,22.375,14.58022091,22.375,35.025,23.3
1180,E1,M3,38.38014905,26.33333333,18.73316799,26.33333333,58.265,30.5
1181,E1,M4,55.6383638,39.58333333,27.15682044,39.58333333,44.93,33.0
1182,E1,M5,57.2162284,37.25,27.92696863,37.25,43.84,24.1
1183,E1,M6,33.13663618,22.75,16.17383433,22.75,41.93,23.0
1184,E1,M7,58.04879065,26.96666667,28.33333829,26.96666667,96.745,51.4
1185,E1,M8,45.11067073,21.05,22.01830357,21.05,70.28,42.2
1186,E1,M9,51.3514523,25.77039264,25.06439935,25.77039264,56.225,33.7
1187,E1,M10,29.08610264,8.166666667,14.19678819,8.166666667,42.165,17.0
1188,E1,M11,70.1640244,34.0,34.24672619,34.0,110.565,58.7
1189,E1,M12,38.92562246,22.66666667,18.99941096,22.66666667,82.925,41.0
1190,E1,M13,47.79359756,37.5,23.32782738,37.5,124.385,66.1
1191,E1,K1,20.77148494,22.47058824,10.13846289,22.47058824,35.63,25.3
1192,E1,K2,65.7429878,37.5,32.08883929,37.5,54.945,28.6
1193,E1,K3,21.90002178,26.0,10.68929634,26.0,40.67,29.6
1194,E1,K4,81.6785728,30.375,39.86692243,30.375,59.26,28.9
1195,E1,K5,23.49419835,28.29411765,11.46740634,28.29411765,87.835,43.9
1196,E1,A1,23.5916335,42.30434783,11.51496397,42.30434783,29.18,39.5
1197,E1,A2,21.80192628,39.81818182,10.6414164,39.81818182,187.47,63.0
1198,E1,A3,16.18246951,41.07692308,7.89858631,41.07692308,28.625,38.7142857143
1199,E1,A4,18.71394817,38.14705882,9.134188988,38.14705882,46.68,31.5
1200,E1,A5,17.92827513,32.75757576,8.750705718,32.75757576,41.345,33.8
1201,E1,A6,30.59771342,34.78571429,14.93459821,34.78571429,60.0,41.0
1202,E1,A7,23.03148267,27.57894737,11.24155702,27.57894737,47.265,34.3
1203,E1,A8,18.12910689,35.47058824,8.848730742,35.47058824,52.445,40.1
1204,E1,A9,28.79967335,38.42857143,14.05698342,38.42857143,71.76,31.5
1205,E1,A10,86.0198933,59.0,41.9859003,59.0,190.31,95.0
1206,E1,A11,58.8645325,63.0,28.73149802,63.0,92.21,70.7
1207,E1,A12,17.99963415,39.2,8.785535714,39.2,214.25,41.5
1208,E1,A13,88.4263066,52.85714286,43.16045918,52.85714286,66.35,46.1
1209,E1,A14,21.56359248,37.33333333,10.52508681,37.33333333,51.93,38.5
1210,E1,Z1,59.6292048,44.75,29.1047309,44.75,59.415,45.8
1211,E1,Z2,55.2043973,141.274692,26.94500343,141.274692,59.36,43.7
1212,E1,Z3,49.79175741,117.72891,24.30311969,117.72891,59.58,66.0
1213,E1,Z4,48.89620891,133.426098,23.86600673,133.426098,71.805,46.8
1214,E1,Z5,197.1989307,102.031722,96.25185901,102.031722,190.31,36.7
1215,E1,Z6,179.7300832,90.19637423,87.72539772,90.19637423,196.78,118.1
1216,E1,Z7,154.054357,77.31117791,75.19319804,77.31117791,168.67,101.2
1217,E2,N1,43.27743903,22.22222222,21.1235119,22.22222222,52.51,14.0
1218,E2,N2,38.89735773,25.66666667,18.98561508,25.66666667,126.5,75.9
1219,E2,N3,40.30270035,25.71428571,19.67155612,25.71428571,52.51,14.0
1220,E2,N4,35.20960366,24.25,17.18563988,24.25,52.51,14.0
1221,E2,N5,105.8012935,68.91552801,51.64110754,68.91552801,153.04,77.9
1222,E2,N6,113.9398546,74.21672247,55.61350043,74.21672247,164.815,83.9
1223,E2,N7,146.4940987,95.42150032,71.50307198,95.42150032,211.905,107.9
1224,E2,N8,130.2169766,84.8191114,63.5582862,84.8191114,188.36,95.9
1225,E2,N9,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
1226,E2,N10,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1227,E2,S1,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1228,E2,S2,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1229,E2,S3,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1230,E2,S4,154.054357,77.31117791,75.19319804,77.31117791,168.67,101.2
1231,E2,S5,154.054357,77.31117791,75.19319804,77.31117791,168.67,101.2
1232,E2,S6,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1233,E2,S7,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
1234,E2,S8,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
1235,E2,E1,17.3285061,7.25,8.45796131,7.25,28.11,16.9
1236,E2,E3,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
1237,E2,E4,16.06707317,12.0,7.842261905,12.0,35.315,18.0
1238,E2,E5,38.51358924,19.32779448,18.79829951,19.32779448,42.165,25.3
1239,E2,E6,26.95640244,23.0,13.15729167,23.0,56.225,33.7
1240,E2,E7,64.1893154,32.2129908,31.33049918,32.2129908,70.28,42.2
1241,E2,E8,40.69280519,26.50597231,19.86196444,26.50597231,58.86,30.0
1242,E2,E9,48.83136623,31.80716677,23.83435733,31.80716677,70.635,36.0
1243,E2,E10,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
1244,E2,E11,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1245,E2,M1,30.86890244,32.5,15.06696429,32.5,69.105,36.7
1246,E2,M2,85.7260061,45.5529355,41.84245536,45.5529355,82.925,44.1
1247,E2,M3,106.1840396,54.94015799,51.82792408,54.94015799,102.475,51.2
1248,E2,M4,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
1249,E2,M5,171.4520122,91.10587101,83.68491071,91.10587101,165.845,88.1
1250,E2,M6,171.4520122,91.10587101,83.68491071,91.10587101,165.845,88.1
1251,E2,M7,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
1252,E2,M8,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
1253,E2,M9,64.1893154,32.2129908,31.33049918,32.2129908,70.28,42.2
1254,E2,M10,51.3514523,25.77039264,25.06439935,25.77039264,56.225,33.7
1255,E2,M11,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
1256,E2,M12,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
1257,E2,M13,142.8766769,75.92155917,69.7374256,75.92155917,138.205,73.4
1258,E2,K1,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
1259,E2,K2,185.7396799,98.69802692,90.65865327,98.69802692,179.665,95.4
1260,E2,K3,121.3531881,62.78875199,59.23191324,62.78875199,117.115,58.5
1261,E2,K4,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
1262,E2,K5,151.6914851,78.48593999,74.03989155,78.48593999,146.395,73.1
1263,E2,A1,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1264,E2,A2,146.8878955,79.43586953,71.69528233,79.43586953,214.25,107.8
1265,E2,A3,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
1266,E2,A4,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
1267,E2,A5,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
1268,E2,A6,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
1269,E2,A7,151.6914851,78.48593999,74.03989155,78.48593999,146.395,73.1
1270,E2,A8,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
1271,E2,A9,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
1272,E2,A10,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
1273,E2,A11,273.0446732,141.274692,133.2718048,141.274692,263.51,131.6
1274,E2,A12,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1275,E2,A13,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
1276,E2,A14,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
1277,E2,Z1,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
1278,E2,Z2,303.3829703,156.97188,148.0797831,156.97188,292.79,146.2
1279,E2,Z3,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
1280,E2,Z4,318.5521188,164.820474,155.4837723,164.820474,307.425,153.5
1281,E2,Z5,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
1282,E2,Z6,205.4058093,103.0815706,100.2575974,103.0815706,224.89,134.9
1283,E2,Z7,205.4058093,103.0815706,100.2575974,103.0815706,224.89,134.9
1284,E3,N1,45.26275534,22.675,22.09253534,22.675,25.36,14.9
1285,E3,N2,115.5407678,57.98338344,56.39489853,57.98338344,126.5,18.0
1286,E3,N3,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
1287,E3,N4,36.21773374,27.66666667,17.67770337,27.66666667,140.555,27.0
1288,E3,N5,166.8922201,83.75377607,81.45929788,83.75377607,182.725,109.6
1289,E3,N6,113.9398546,74.21672247,55.61350043,74.21672247,164.815,83.9
1290,E3,N7,138.3555377,90.12030586,67.53067909,90.12030586,200.13,101.9
1291,E3,N8,205.4058093,103.0815706,100.2575974,103.0815706,224.89,134.9
1292,E3,N9,34.73384147,21.0,16.95342262,21.0,154.61,92.8
1293,E3,N10,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1294,E3,S1,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1295,E3,S2,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1296,E3,S3,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1297,E3,S4,154.054357,77.31117791,75.19319804,77.31117791,168.67,101.2
1298,E3,S5,154.054357,77.31117791,75.19319804,77.31117791,168.67,101.2
1299,E3,S6,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1300,E3,S7,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
1301,E3,S8,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
1302,E3,E1,28.57533537,15.18431183,13.94748512,15.18431183,27.64,
1303,E3,E2,60.67659405,31.394376,29.61595662,31.394376,58.56,29.2
1304,E3,E4,25.67572616,12.88519632,12.53219967,12.88519632,28.11,16.9
1305,E3,E5,38.51358924,19.32779448,18.79829951,19.32779448,42.165,25.3
1306,E3,E6,57.15067075,30.36862367,27.89497024,30.36862367,55.28,29.4
1307,E3,E7,75.84574255,39.24297,37.01994577,39.24297,73.195,36.5
1308,E3,E8,32.55424416,21.20477785,15.88957155,21.20477785,47.09,24.0
1309,E3,E9,40.69280519,26.50597231,19.86196444,26.50597231,58.86,30.0
1310,E3,E10,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
1311,E3,E11,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1312,E3,M1,71.4383384,37.96077959,34.8687128,37.96077959,69.105,36.7
1313,E3,M2,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
1314,E3,M3,106.1840396,54.94015799,51.82792408,54.94015799,102.475,51.2
1315,E3,M4,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
1316,E3,M5,171.4520122,91.10587101,83.68491071,91.10587101,165.845,88.1
1317,E3,M6,171.4520122,91.10587101,83.68491071,91.10587101,165.845,88.1
1318,E3,M7,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
1319,E3,M8,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
1320,E3,M9,64.1893154,32.2129908,31.33049918,32.2129908,70.28,42.2
1321,E3,M10,57.15067075,30.36862367,27.89497024,30.36862367,55.28,29.4
1322,E3,M11,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
1323,E3,M12,100.0136738,53.14509142,48.81619792,53.14509142,96.745,51.4
1324,E3,M13,142.8766769,75.92155917,69.7374256,75.92155917,138.205,73.4
1325,E3,K1,28.52439025,35.0,13.92261905,35.0,117.115,58.5
1326,E3,K2,142.8766769,75.92155917,69.7374256,75.92155917,138.205,73.4
1327,E3,K3,106.1840396,54.94015799,51.82792408,54.94015799,102.475,51.2
1328,E3,K4,166.8606337,86.33453399,81.4438807,86.33453399,161.035,80.4
1329,E3,K5,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
1330,E3,A1,146.8878955,79.43586953,71.69528233,79.43586953,214.25,54.0
1331,E3,A2,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
1332,E3,A3,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
1333,E3,A4,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
1334,E3,A5,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
1335,E3,A6,151.6914851,78.48593999,74.03989155,78.48593999,146.395,73.1
1336,E3,A7,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
1337,E3,A8,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
1338,E3,A9,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
1339,E3,A10,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
1340,E3,A11,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
1341,E3,A12,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
1342,E3,A13,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
1343,E3,A14,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
1344,E3,Z1,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
1345,E3,Z2,273.0446732,141.274692,133.2718048,141.274692,263.51,131.6
1346,E3,Z3,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
1347,E3,Z4,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
1348,E3,Z5,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
1349,E3,Z6,192.5679462,96.63897239,93.99149755,96.63897239,210.835,126.5
1350,E3,Z7,179.7300832,90.19637423,87.72539772,90.19637423,196.78,118.1
1351,E4,N1,40.39732197,14.16049383,19.71774048,14.16049383,33.385,12.0
1352,E4,N2,37.75631045,18.72413793,18.42867534,18.72413793,48.76,18.0
1353,E4,N3,33.3513872,27.6,16.27865327,27.6,112.445,67.5
1354,E4,N4,35.89878896,23.61111111,17.52202794,23.61111111,54.475,19.0
1355,E4,N5,47.75413763,36.38095238,23.30856718,36.38095238,42.87,23.9
1356,E4,N6,61.37501525,42.8,29.95685268,42.8,43.735,26.0
1357,E4,N7,130.2169766,84.8191114,63.5582862,84.8191114,188.36,95.9
1358,E4,N8,192.5679462,96.63897239,93.99149755,96.63897239,210.835,126.5
1359,E4,N9,36.77988514,27.55813953,17.95208679,27.55813953,64.05,39.0
1360,E4,N10,49.81335747,21.375,24.31366257,21.375,42.985,16.0
1361,E4,S1,53.8347594,28.19565217,26.27648971,28.19565217,98.39,59.0
1362,E4,S2,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
1363,E4,S3,37.27657716,24.07692308,18.1945198,24.07692308,126.5,24.0
1364,E4,S4,34.52778746,24.71428571,16.85284864,24.71428571,154.61,92.8
1365,E4,S5,51.96210545,35.17647059,25.36245623,35.17647059,58.16,37.7
1366,E4,S6,58.7000305,29.8,28.65120536,29.8,55.17,38.0
1367,E4,S7,59.87498475,24.0,29.22469494,24.0,55.56,31.3
1368,E4,S8,42.70746951,31.16666667,20.8453125,31.16666667,140.555,84.3
1369,E4,E1,12.80785061,12.75,6.251450893,12.75,28.11,41.0
1370,E4,E2,26.98170732,13.0,13.16964286,13.0,40.17,20.2
1371,E4,E3,26.47103659,14.0,12.9203869,14.0,14.065,19.7
1372,E4,E5,25.05078565,12.07692308,12.22716918,12.07692308,11.895,14.7
1373,E4,E6,34.37480273,22.0,16.77817752,22.0,15.865,21.9
1374,E4,E7,60.67659405,31.394376,29.61595662,31.394376,58.56,29.2
1375,E4,E8,24.41568312,15.90358339,11.91717866,15.90358339,35.315,18.0
1376,E4,E9,32.55424416,21.20477785,15.88957155,21.20477785,47.09,24.0
1377,E4,E10,75.84574255,39.24297,37.01994577,39.24297,73.195,36.5
1378,E4,E11,67.59862805,47.625,32.99456845,47.625,214.25,107.8
1379,E4,M1,23.83742758,19.88372093,11.63493489,19.88372093,27.325,15.7
1380,E4,M2,30.25263994,23.0,14.76616949,23.0,37.3,23.7
1381,E4,M3,39.71984053,30.53846154,19.38706502,30.53846154,55.445,29.5
1382,E4,M4,60.11773835,42.0,29.34318182,42.0,46.18,34.5
1383,E4,M5,55.81129435,39.81818182,27.241227,39.81818182,43.165,27.3
1384,E4,M6,35.67065549,28.25,17.41067708,28.25,43.18,25.5
1385,E4,M7,62.0834985,30.375,30.30265997,30.375,110.565,58.7
1386,E4,M8,53.34359755,25.81818182,26.03675595,25.81818182,69.105,36.7
1387,E4,M9,57.15067075,30.36862367,27.89497024,30.36862367,55.28,29.4
1388,E4,M10,30.65647866,16.0,14.96328125,16.0,41.46,15.0
1389,E4,M11,70.3414465,40.11111111,34.33332507,40.11111111,110.565,58.7
1390,E4,M12,41.91305895,28.5,20.45756448,28.5,82.925,44.0
1391,E4,M13,58.6102134,40.75,28.60736607,40.75,124.385,66.1
1392,E4,K1,30.71690688,28.95454545,14.99277597,28.95454545,35.555,25.1
1393,E4,K2,68.5682927,41.66666667,33.46785714,41.66666667,59.71,32.2
1394,E4,K3,38.48114447,31.38461538,18.78246337,31.38461538,38.83,29.1
1395,E4,K4,76.78125,32.41666667,37.4765625,32.41666667,59.665,32.3
1396,E4,K5,29.5081347,32.72727273,14.40278003,32.72727273,117.115,58.5
1397,E4,A1,21.65320122,42.53846154,10.5688244,42.53846154,29.18,36.6
1398,E4,A2,22.59712272,38.875,11.02954799,38.875,187.47,61.0
1399,E4,A3,19.68109301,43.2238806,9.606247779,43.2238806,29.0,30.3
1400,E4,A4,22.65916713,37.86363636,11.05983157,37.86363636,46.68,28.8
1401,E4,A5,21.22931643,30.73684211,10.36192826,30.73684211,42.49,32.8
1402,E4,A6,32.80793485,36.31578947,16.01339677,36.31578947,52.83,41.5
1403,E4,A7,26.01370566,27.72727273,12.69716585,27.72727273,42.555,34.0
1404,E4,A8,21.91533283,34.91666667,10.69676959,34.91666667,46.595,41.5
1405,E4,A9,32.65548781,37.5,15.9389881,37.5,71.885,29.0
1406,E4,A10,84.8882622,53.0,41.43355655,53.0,204.95,102.3
1407,E4,A11,69.6105183,59.75,33.9765625,59.75,92.21,68.0
1408,E4,A12,15.0757622,36.5,7.358407738,36.5,214.25,39.5
1409,E4,A13,75.06792685,51.6,36.64029762,51.6,70.04,47.8
1410,E4,A14,28.54103151,39.0,13.93074157,39.0,51.93,36.0
1411,E4,Z1,57.25638065,44.42857143,27.94656675,44.42857143,60.225,46.3
1412,E4,Z2,56.82970385,133.426098,27.73830782,133.426098,60.08,44.8
1413,E4,Z3,52.12536105,125.577504,25.44214051,125.577504,60.22,42.8
1414,E4,Z4,48.39912055,141.274692,23.62338027,141.274692,74.585,49.2
1415,E4,Z5,212.3680792,109.880316,103.6558482,109.880316,204.95,37.8
1416,E4,Z6,179.7300832,90.19637423,87.72539772,90.19637423,196.78,118.1
1417,E4,Z7,166.8922201,83.75377607,81.45929788,83.75377607,182.725,109.6
1418,E5,N1,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
1419,E5,N2,89.86504155,45.09818712,43.86269886,45.09818712,98.39,13.0
1420,E5,N3,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1421,E5,N4,115.5407678,57.98338344,56.39489853,57.98338344,126.5,27.0
1422,E5,N5,89.5241714,58.31313909,43.69632176,58.31313909,129.495,65.9
1423,E5,N6,97.66273245,63.61433355,47.66871465,63.61433355,141.27,71.9
1424,E5,N7,180.209056,129.1056967,87.95918207,129.1056967,240.155,116.7
1425,E5,N8,113.9398546,74.21672247,55.61350043,74.21672247,164.815,83.9
1426,E5,N9,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
1427,E5,N10,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1428,E5,S1,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
1429,E5,S2,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
1430,E5,S3,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1431,E5,S4,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1432,E5,S5,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
1433,E5,S6,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
1434,E5,S7,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
1435,E5,S8,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
1436,E5,E1,22.59858513,13.28609832,11.03026179,13.28609832,34.685,6.33333333333
1437,E5,E2,33.89787769,19.92914749,16.54539268,19.92914749,52.03,29.5
1438,E5,E3,33.89787769,19.92914749,16.54539268,19.92914749,52.03,29.5
1439,E5,E4,41.08034525,15.17252642,20.0511209,15.17252642,21.705,2.0
1440,E5,E6,30.33829703,15.697188,14.80797831,15.697188,29.28,14.6
1441,E5,E7,27.54148041,14.89422554,13.44286544,14.89422554,40.17,20.2
1442,E5,E8,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
1443,E5,E9,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
1444,E5,E10,36.72197388,19.85896738,17.92382058,19.85896738,53.56,27.0
1445,E5,E11,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
1446,E5,M1,45.50744554,23.545782,22.21196746,23.545782,30.5,21.9
1447,E5,M2,60.67659405,31.394376,29.61595662,31.394376,29.335,29.2
