,source,dest,cost_20ft,time_20ft,cost_40ft,time_40ft,cost_roro,time_roro
2270,M6,A3,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2271,M6,A4,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2272,M6,A5,90.3943405,53.1443933,44.12104715,53.1443933,138.74,78.8
2273,M6,A6,79.09504795,46.50134413,38.60591626,46.50134413,121.4,68.9
2274,M6,A7,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
2275,M6,A8,90.3943405,53.1443933,44.12104715,53.1443933,138.74,78.8
2276,M6,A9,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2277,M6,A10,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
2278,M6,A11,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
2279,M6,A12,146.8908033,86.35963911,71.69670162,86.35963911,225.455,128.0
2280,M6,A13,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2281,M6,A14,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2282,M6,Z1,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2283,M6,Z2,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
2284,M6,Z3,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2285,M6,Z4,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
2286,M6,Z5,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2287,M6,Z6,180.788681,106.2887866,88.2420943,106.2887866,277.48,157.6
2288,M6,Z7,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2289,M7,N1,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2290,M7,N2,96.1114965,68.85637157,46.91156377,68.85637157,128.08,29.0
2291,M7,N3,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2292,M7,N4,120.1393707,86.07046446,58.63945471,86.07046446,160.105,77.8
2293,M7,N5,144.1672448,103.2845573,70.36734566,103.2845573,192.125,93.3
2294,M7,N6,156.1811818,111.8916038,76.23129113,111.8916038,208.135,101.1
2295,M7,N7,192.222993,137.7127431,93.82312754,137.7127431,256.165,124.5
2296,M7,N8,180.209056,129.1056967,87.95918207,129.1056967,240.155,116.7
2297,M7,N9,120.1393707,86.07046446,58.63945471,86.07046446,160.105,77.8
2298,M7,N10,73.24704935,47.71075016,35.75153599,47.71075016,105.95,53.9
2299,M7,S1,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2300,M7,S2,40.69280519,26.50597231,19.86196444,26.50597231,58.86,30.0
2301,M7,S3,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
2302,M7,S4,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2303,M7,S5,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
2304,M7,S6,73.24704935,47.71075016,35.75153599,47.71075016,105.95,53.9
2305,M7,S7,65.1084883,42.4095557,31.7791431,42.4095557,94.18,47.9
2306,M7,S8,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
2307,M7,E1,143.7812084,53.10384247,70.17892314,53.10384247,75.975,65.8
2308,M7,E2,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
2309,M7,E3,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
2310,M7,E4,164.321381,60.69010568,80.20448359,60.69010568,86.825,75.3
2311,M7,E5,123.2410358,45.51757926,60.15336269,45.51757926,65.12,56.4
2312,M7,E6,72.0836224,51.64227867,35.18367283,51.64227867,96.06,46.7
2313,M7,E7,123.2410358,45.51757926,60.15336269,45.51757926,65.12,56.4
2314,M7,E8,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
2315,M7,E9,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2316,M7,E10,90.3943405,53.1443933,44.12104715,53.1443933,138.74,78.8
2317,M7,E11,180.788681,106.2887866,88.2420943,106.2887866,277.48,157.6
2318,M7,M1,143.7812084,53.10384247,70.17892314,53.10384247,75.975,65.8
2319,M7,M2,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
2320,M7,M3,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2321,M7,M4,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
2322,M7,M5,75.84574255,39.24297,37.01994577,39.24297,73.195,11.0
2323,M7,M6,57.15067075,30.36862367,27.89497024,30.36862367,55.28,29.4
2324,M7,M8,36.04181119,25.82113934,17.59183641,25.82113934,48.03,23.3
2325,M7,M9,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
2326,M7,M10,102.7008632,37.93131605,50.12780224,37.93131605,54.265,47.0
2327,M7,M11,28.57533537,15.18431183,13.94748512,15.18431183,27.64,14.7
2328,M7,M12,24.02787413,17.21409289,11.72789094,17.21409289,32.02,15.6
2329,M7,M13,42.86300305,22.77646775,20.92122768,22.77646775,41.46,22.0
2330,M7,K1,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2331,M7,K2,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
2332,M7,K3,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
2333,M7,K4,106.1840396,54.94015799,51.82792408,54.94015799,102.475,51.2
2334,M7,K5,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
2335,M7,A1,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
2336,M7,A2,158.1900959,93.00268827,77.21183251,93.00268827,242.795,137.9
2337,M7,A3,146.8908033,86.35963911,71.69670162,86.35963911,225.455,62.3333333333
2338,M7,A4,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
2339,M7,A5,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2340,M7,A6,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2341,M7,A7,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2342,M7,A8,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
2343,M7,A9,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
2344,M7,A10,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
2345,M7,A11,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
2346,M7,A12,180.788681,106.2887866,88.2420943,106.2887866,277.48,157.6
2347,M7,A13,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2348,M7,A14,135.5915108,79.71658994,66.18157073,79.71658994,208.11,118.2
2349,M7,Z1,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2350,M7,Z2,273.0446732,141.274692,133.2718048,141.274692,263.51,131.6
2351,M7,Z3,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2352,M7,Z4,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
2353,M7,Z5,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2354,M7,Z6,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
2355,M7,Z7,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
2356,M8,N1,72.0836224,51.64227867,35.18367283,51.64227867,96.06,46.7
2357,M8,N2,72.0836224,51.64227867,35.18367283,51.64227867,96.06,31.0
2358,M8,N3,84.09755945,60.24932512,41.0476183,60.24932512,112.07,54.5
2359,M8,N4,96.1114965,68.85637157,46.91156377,68.85637157,128.08,29.0
2360,M8,N5,120.1393707,86.07046446,58.63945471,86.07046446,160.105,77.8
2361,M8,N6,132.1533077,94.6775109,64.50340019,94.6775109,176.115,85.6
2362,M8,N7,168.1951189,120.4986502,82.0952366,120.4986502,224.145,108.9
2363,M8,N8,105.8012935,68.91552801,51.64110754,68.91552801,153.04,77.9
2364,M8,N9,65.1084883,42.4095557,31.7791431,42.4095557,94.18,47.9
2365,M8,N10,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2366,M8,S1,40.69280519,26.50597231,19.86196444,26.50597231,58.86,30.0
2367,M8,S2,38.51358924,19.32779448,18.79829951,19.32779448,42.165,25.3
2368,M8,S3,64.1893154,32.2129908,31.33049918,32.2129908,70.28,42.2
2369,M8,S4,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2370,M8,S5,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
2371,M8,S6,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2372,M8,S7,48.83136623,31.80716677,23.83435733,31.80716677,70.635,36.0
2373,M8,S8,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
2374,M8,E1,56.4964628,33.21524581,27.57565447,33.21524581,86.715,49.2
2375,M8,E2,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
2376,M8,E3,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
2377,M8,E4,102.7008632,37.93131605,50.12780224,37.93131605,54.265,47.0
2378,M8,E5,82.1606905,30.34505284,40.10224179,30.34505284,43.415,37.6
2379,M8,E6,45.19717025,26.57219665,22.06052358,26.57219665,69.37,39.4
2380,M8,E7,45.19717025,26.57219665,22.06052358,26.57219665,69.37,39.4
2381,M8,E8,123.2410358,45.51757926,60.15336269,45.51757926,65.12,56.4
2382,M8,E9,123.2410358,45.51757926,60.15336269,45.51757926,65.12,56.4
2383,M8,E10,67.7957554,39.85829497,33.09078536,39.85829497,104.055,59.1
2384,M8,E11,203.3872662,119.5748849,99.27235609,119.5748849,312.165,177.3
2385,M8,M1,56.4964628,33.21524581,27.57565447,33.21524581,86.715,49.2
2386,M8,M2,45.90246735,24.82370923,22.40477573,24.82370923,66.955,33.7
2387,M8,M3,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
2388,M8,M4,91.8049347,49.64741845,44.80955146,49.64741845,133.905,67.4
2389,M8,M5,106.1840396,54.94015799,51.82792408,54.94015799,102.475,51.2
2390,M8,M6,85.7260061,45.5529355,41.84245536,45.5529355,82.925,44.1
2391,M8,M7,45.50744554,23.545782,22.21196746,23.545782,43.92,21.9
2392,M8,M9,41.08034525,15.17252642,20.0511209,15.17252642,21.705,18.8
2393,M8,M10,61.6205179,22.75878963,30.07668135,22.75878963,32.56,28.2
2394,M8,M11,60.67659405,31.394376,29.61595662,31.394376,58.56,29.2
2395,M8,M12,30.33829703,15.697188,14.80797831,15.697188,29.28,14.6
2396,M8,M13,75.84574255,39.24297,37.01994577,39.24297,73.195,36.5
2397,M8,K1,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
2398,M8,K2,121.3531881,62.78875199,59.23191324,62.78875199,117.115,58.5
2399,M8,K3,79.09504795,46.50134413,38.60591626,46.50134413,121.4,68.9
2400,M8,K4,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
2401,M8,K5,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2402,M8,A1,156.068389,84.40061137,76.17623748,84.40061137,227.64,114.6
2403,M8,A2,146.8878955,79.43586953,71.69528233,79.43586953,214.25,107.8
2404,M8,A3,137.7074021,74.47112768,67.21432718,74.47112768,200.86,56.6666666667
2405,M8,A4,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
2406,M8,A5,110.1659217,59.57690214,53.77146175,59.57690214,160.685,80.9
2407,M8,A6,110.1659217,59.57690214,53.77146175,59.57690214,160.685,80.9
2408,M8,A7,110.1659217,59.57690214,53.77146175,59.57690214,160.685,80.9
2409,M8,A8,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2410,M8,A9,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2411,M8,A10,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2412,M8,A11,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2413,M8,A12,192.0879736,112.9318358,93.7572252,112.9318358,294.825,167.4
2414,M8,A13,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2415,M8,A14,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
2416,M8,Z1,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2417,M8,Z2,273.0446732,141.274692,133.2718048,141.274692,263.51,131.6
2418,M8,Z3,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2419,M8,Z4,288.2138218,149.123286,140.6757939,149.123286,278.15,138.9
2420,M8,Z5,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2421,M8,Z6,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
2422,M8,Z7,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2423,M9,N1,72.0836224,51.64227867,35.18367283,51.64227867,96.06,46.7
2424,M9,N2,48.83136623,31.80716677,23.83435733,31.80716677,70.635,36.0
2425,M9,N3,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2426,M9,N4,65.1084883,42.4095557,31.7791431,42.4095557,94.18,20.0
2427,M9,N5,81.3856104,53.01194462,39.72392888,53.01194462,117.725,59.9
2428,M9,N6,132.1533077,94.6775109,64.50340019,94.6775109,176.115,85.6
2429,M9,N7,168.1951189,120.4986502,82.0952366,120.4986502,224.145,108.9
2430,M9,N8,113.9398546,74.21672247,55.61350043,74.21672247,164.815,83.9
2431,M9,N9,65.1084883,42.4095557,31.7791431,42.4095557,94.18,47.9
2432,M9,N10,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2433,M9,S1,48.83136623,31.80716677,23.83435733,31.80716677,70.635,36.0
2434,M9,S2,51.3514523,25.77039264,25.06439935,25.77039264,56.225,33.7
2435,M9,S3,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
2436,M9,S4,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
2437,M9,S5,128.3786308,64.4259816,62.66099837,64.4259816,140.555,84.3
2438,M9,S6,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
2439,M9,S7,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2440,M9,S8,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2441,M9,E1,45.19717025,26.57219665,22.06052358,26.57219665,69.37,39.4
2442,M9,E2,56.4964628,33.21524581,27.57565447,33.21524581,86.715,49.2
2443,M9,E3,56.4964628,33.21524581,27.57565447,33.21524581,86.715,49.2
2444,M9,E4,82.1606905,30.34505284,40.10224179,30.34505284,43.415,37.6
2445,M9,E5,61.6205179,22.75878963,30.07668135,22.75878963,32.56,28.2
2446,M9,E6,33.89787769,19.92914749,16.54539268,19.92914749,52.03,29.5
2447,M9,E7,33.89787769,19.92914749,16.54539268,19.92914749,52.03,29.5
2448,M9,E8,102.7008632,37.93131605,50.12780224,37.93131605,54.265,47.0
2449,M9,E9,102.7008632,37.93131605,50.12780224,37.93131605,54.265,47.0
2450,M9,E10,56.4964628,33.21524581,27.57565447,33.21524581,86.715,49.2
2451,M9,E11,180.788681,106.2887866,88.2420943,106.2887866,277.48,157.6
2452,M9,M1,36.72197388,19.85896738,17.92382058,19.85896738,53.56,27.0
2453,M9,M2,36.72197388,19.85896738,17.92382058,19.85896738,53.56,27.0
2454,M9,M3,55.0829608,29.78845107,26.88573087,29.78845107,80.345,40.4
2455,M9,M4,151.6914851,78.48593999,74.03989155,78.48593999,146.395,73.1
2456,M9,M5,114.3013415,60.73724734,55.78994048,60.73724734,110.565,58.7
2457,M9,M6,100.0136738,53.14509142,48.81619792,53.14509142,96.745,51.4
2458,M9,M7,60.67659405,31.394376,29.61595662,31.394376,58.56,29.2
2459,M9,M8,28.57533537,15.18431183,13.94748512,15.18431183,27.64,14.7
2460,M9,M10,22.59858513,13.28609832,11.03026179,13.28609832,34.685,19.7
2461,M9,M11,75.84574255,39.24297,37.01994577,39.24297,73.195,36.5
2462,M9,M12,45.50744554,23.545782,22.21196746,23.545782,43.92,21.9
2463,M9,M13,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
2464,M9,K1,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
2465,M9,K2,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
2466,M9,K3,55.0829608,29.78845107,26.88573087,29.78845107,80.345,40.4
2467,M9,K4,151.6914851,78.48593999,74.03989155,78.48593999,146.395,73.1
2468,M9,K5,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
2469,M9,A1,137.7074021,74.47112768,67.21432718,74.47112768,200.86,101.1
2470,M9,A2,128.5269086,69.50638583,62.73337204,69.50638583,187.47,94.4
2471,M9,A3,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2472,M9,A4,110.1659217,59.57690214,53.77146175,59.57690214,160.685,80.9
2473,M9,A5,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2474,M9,A6,91.8049347,49.64741845,44.80955146,49.64741845,133.905,67.4
2475,M9,A7,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
2476,M9,A8,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2477,M9,A9,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2478,M9,A10,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
2479,M9,A11,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2480,M9,A12,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
2481,M9,A13,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2482,M9,A14,110.1659217,59.57690214,53.77146175,59.57690214,160.685,80.9
2483,M9,Z1,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2484,M9,Z2,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2485,M9,Z3,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2486,M9,Z4,273.0446732,141.274692,133.2718048,141.274692,263.51,131.6
2487,M9,Z5,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
2488,M9,Z6,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
2489,M9,Z7,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
2490,M10,N1,56.96992725,37.10836124,27.80675021,37.10836124,82.405,15.0
2491,M10,N2,56.96992725,37.10836124,27.80675021,37.10836124,82.405,41.9
2492,M10,N3,65.1084883,42.4095557,31.7791431,42.4095557,94.18,47.9
2493,M10,N4,73.24704935,47.71075016,35.75153599,47.71075016,105.95,53.9
2494,M10,N5,89.5241714,58.31313909,43.69632176,58.31313909,129.495,65.9
2495,M10,N6,144.1672448,103.2845573,70.36734566,103.2845573,192.125,93.3
2496,M10,N7,180.209056,129.1056967,87.95918207,129.1056967,240.155,116.7
2497,M10,N8,122.0784156,79.51791694,59.58589332,79.51791694,176.585,89.9
2498,M10,N9,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
2499,M10,N10,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
2500,M10,S1,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2501,M10,S2,64.1893154,32.2129908,31.33049918,32.2129908,70.28,42.2
2502,M10,S3,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2503,M10,S4,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
2504,M10,S5,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
2505,M10,S6,115.5407678,57.98338344,56.39489853,57.98338344,126.5,75.9
2506,M10,S7,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
2507,M10,S8,102.7029047,51.54078528,50.1287987,51.54078528,112.445,67.5
2508,M10,E1,33.89787769,19.92914749,16.54539268,19.92914749,52.03,13.0
2509,M10,E2,45.19717025,26.57219665,22.06052358,26.57219665,69.37,39.4
2510,M10,E3,82.1606905,30.34505284,40.10224179,30.34505284,43.415,37.6
2511,M10,E4,61.6205179,22.75878963,30.07668135,22.75878963,32.56,28.2
2512,M10,E5,41.08034525,15.17252642,20.0511209,15.17252642,21.705,18.8
2513,M10,E6,22.59858513,13.28609832,11.03026179,13.28609832,34.685,19.7
2514,M10,E7,22.59858513,13.28609832,11.03026179,13.28609832,34.685,19.7
2515,M10,E8,102.7008632,37.93131605,50.12780224,37.93131605,54.265,47.0
2516,M10,E9,60.0696853,43.03523223,29.31972736,43.03523223,80.05,38.9
2517,M10,E10,82.1606905,30.34505284,40.10224179,30.34505284,43.415,37.6
2518,M10,E11,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
2519,M10,M1,27.54148041,14.89422554,13.44286544,14.89422554,40.17,20.2
2520,M10,M2,36.72197388,19.85896738,17.92382058,19.85896738,53.56,27.0
2521,M10,M3,36.72197388,19.85896738,17.92382058,19.85896738,53.56,27.0
2522,M10,M4,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
2523,M10,M5,128.5890092,68.32940325,62.76368304,68.32940325,124.385,66.1
2524,M10,M6,114.3013415,60.73724734,55.78994048,60.73724734,110.565,58.7
2525,M10,M7,71.4383384,37.96077959,34.8687128,37.96077959,69.105,36.7
2526,M10,M8,42.86300305,22.77646775,20.92122768,22.77646775,41.46,22.0
2527,M10,M9,25.67572616,12.88519632,12.53219967,12.88519632,28.11,16.9
2528,M10,M11,85.7260061,45.5529355,41.84245536,45.5529355,82.925,44.1
2529,M10,M12,57.15067075,30.36862367,27.89497024,30.36862367,55.28,29.4
2530,M10,M13,100.0136738,53.14509142,48.81619792,53.14509142,96.745,51.4
2531,M10,K1,55.0829608,29.78845107,26.88573087,29.78845107,80.345,22.0
2532,M10,K2,121.3531881,62.78875199,59.23191324,62.78875199,117.115,58.5
2533,M10,K3,45.90246735,24.82370923,22.40477573,24.82370923,66.955,33.7
2534,M10,K4,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
2535,M10,K5,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
2536,M10,A1,128.5269086,69.50638583,62.73337204,69.50638583,187.47,48.0
2537,M10,A2,119.3464151,64.54164399,58.25241689,64.54164399,174.075,87.6
2538,M10,A3,110.1659217,59.57690214,53.77146175,59.57690214,160.685,41.5
2539,M10,A4,100.9854282,54.6121603,49.2905066,54.6121603,147.295,74.1
2540,M10,A5,91.8049347,49.64741845,44.80955146,49.64741845,133.905,67.4
2541,M10,A6,73.44394775,39.71793476,35.84764117,39.71793476,107.125,53.9
2542,M10,A7,64.2634543,34.75319292,31.36668602,34.75319292,93.735,47.2
2543,M10,A8,151.6914851,78.48593999,74.03989155,78.48593999,146.395,26.5
2544,M10,A9,136.5223366,70.63734599,66.63590239,70.63734599,131.755,65.8
2545,M10,A10,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
2546,M10,A11,212.3680792,109.880316,103.6558482,109.880316,204.95,102.3
2547,M10,A12,158.1900959,93.00268827,77.21183251,93.00268827,242.795,137.9
2548,M10,A13,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2549,M10,A14,166.8606337,86.33453399,81.4438807,86.33453399,161.035,80.4
2550,M10,Z1,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2551,M10,Z2,242.7063762,125.577504,118.4638265,125.577504,234.23,116.9
2552,M10,Z3,227.5372277,117.72891,111.0598373,117.72891,219.59,109.6
2553,M10,Z4,257.8755247,133.426098,125.8678156,133.426098,248.87,124.3
2554,M10,Z5,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
2555,M10,Z6,197.1989307,102.031722,96.25185901,102.031722,190.31,95.0
2556,M10,Z7,182.0297822,94.18312799,88.84786986,94.18312799,175.675,87.7
2557,M11,N1,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2558,M11,N2,108.1254336,77.46341801,52.77550924,77.46341801,144.09,38.0
2559,M11,N3,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2560,M11,N4,120.1393707,86.07046446,58.63945471,86.07046446,160.105,77.8
2561,M11,N5,144.1672448,103.2845573,70.36734566,103.2845573,192.125,93.3
2562,M11,N6,156.1811818,111.8916038,76.23129113,111.8916038,208.135,101.1
2563,M11,N7,204.2369301,146.3197896,99.68707301,146.3197896,272.175,132.2
2564,M11,N8,192.222993,137.7127431,93.82312754,137.7127431,256.165,124.5
2565,M11,N9,120.1393707,86.07046446,58.63945471,86.07046446,160.105,77.8
2566,M11,N10,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2567,M11,S1,84.09755945,60.24932512,41.0476183,60.24932512,112.07,54.5
2568,M11,S2,60.0696853,43.03523223,29.31972736,43.03523223,80.05,38.9
2569,M11,S3,48.83136623,31.80716677,23.83435733,31.80716677,70.635,36.0
2570,M11,S4,89.86504155,45.09818712,43.86269886,45.09818712,98.39,59.0
2571,M11,S5,141.2164939,70.86857976,68.92709821,70.86857976,154.61,92.8
2572,M11,S6,73.24704935,47.71075016,35.75153599,47.71075016,105.95,53.9
2573,M11,S7,96.1114965,68.85637157,46.91156377,68.85637157,128.08,62.2
2574,M11,S8,77.0271785,38.65558896,37.59659902,38.65558896,84.335,50.6
2575,M11,E1,164.321381,60.69010568,80.20448359,60.69010568,86.825,35.0
2576,M11,E2,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
2577,M11,E3,184.8615537,68.27636889,90.23004404,68.27636889,97.68,84.7
2578,M11,E4,164.321381,60.69010568,80.20448359,60.69010568,86.825,75.3
2579,M11,E5,143.7812084,53.10384247,70.17892314,53.10384247,75.975,65.8
2580,M11,E6,143.7812084,53.10384247,70.17892314,53.10384247,75.975,65.8
2581,M11,E7,143.7812084,53.10384247,70.17892314,53.10384247,75.975,65.8
2582,M11,E8,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2583,M11,E9,108.1254336,77.46341801,52.77550924,77.46341801,144.09,70.0
2584,M11,E10,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2585,M11,E11,169.4893885,99.64573743,82.72696341,99.64573743,260.14,147.7
2586,M11,M1,164.321381,60.69010568,80.20448359,60.69010568,86.825,75.3
2587,M11,M2,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2588,M11,M3,90.3943405,53.1443933,44.12104715,53.1443933,138.74,78.8
2589,M11,M4,79.09504795,46.50134413,38.60591626,46.50134413,121.4,68.9
2590,M11,M5,60.67659405,31.394376,29.61595662,31.394376,58.56,6.0
2591,M11,M6,45.50744554,23.545782,22.21196746,23.545782,43.92,21.9
2592,M11,M7,41.08034525,15.17252642,20.0511209,15.17252642,21.705,18.8
2593,M11,M8,48.05574826,34.42818578,23.45578189,34.42818578,64.04,31.1
2594,M11,M9,60.0696853,43.03523223,29.31972736,43.03523223,80.05,38.9
2595,M11,M10,123.2410358,45.51757926,60.15336269,45.51757926,65.12,56.4
2596,M11,M12,36.04181119,25.82113934,17.59183641,25.82113934,48.03,23.3
2597,M11,M13,28.57533537,15.18431183,13.94748512,15.18431183,27.64,14.7
2598,M11,K1,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2599,M11,K2,45.90246735,24.82370923,22.40477573,24.82370923,66.955,33.7
2600,M11,K3,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2601,M11,K4,91.01489105,47.091564,44.42393493,47.091564,87.835,43.9
2602,M11,K5,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2603,M11,A1,158.1900959,93.00268827,77.21183251,93.00268827,242.795,37.0
2604,M11,A2,146.8908033,86.35963911,71.69670162,86.35963911,225.455,128.0
2605,M11,A3,135.5915108,79.71658994,66.18157073,79.71658994,208.11,48.5
2606,M11,A4,124.2922182,73.07354078,60.66643983,73.07354078,190.77,108.3
2607,M11,A5,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2608,M11,A6,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2609,M11,A7,101.6936331,59.78744246,49.63617804,59.78744246,156.085,88.6
2610,M11,A8,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
2611,M11,A9,112.9929257,66.43049162,55.15130894,66.43049162,173.425,98.5
